registry,package,downloads,latest_version,version_count,stable_version_count,first_release,latest_release,github_url,registry_url,doc_site_url,readme_file,has_readme,docs_folder_count,docs_folder_files,error
rubygems,google-apis-serviceusage_v1,21222910.0,0.81.0,81,81,2021-01-08,2026-08-30,https://github.com/googleapis/google-api-ruby-client,https://rubygems.org/gems/google-apis-serviceusage_v1,https://googleapis.dev/ruby/google-apis-serviceusage_v1/v0.80.0,,No,0,,
rubygems,google-apis-container_v1beta1,21205709.0,0.107.0,107,107,2021-01-08,2026-08-30,https://github.com/googleapis/google-api-ruby-client,https://rubygems.org/gems/google-apis-container_v1beta1,https://googleapis.dev/ruby/google-apis-container_v1beta1/v0.106.0,,No,0,,
rubygems,google-apis-cloudbilling_v1,21199854.0,0.41.0,41,41,2021-01-08,2026-09-06,https://github.com/googleapis/google-api-ruby-client,https://rubygems.org/gems/google-apis-cloudbilling_v1,https://googleapis.dev/ruby/google-apis-cloudbilling_v1/v0.40.0,,No,0,,
rubygems,fluent-plugin-out-http,21118466.0,1.3.5,25,25,2013-02-14,2026-03-09,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http,https://rubygems.org/gems/fluent-plugin-out-http,https://github.com/fluent-plugins-nursery/fluent-plugin-out-http,README.md,Yes,0,,
rubygems,roda,21110849.0,3.107.0,146,146,2014-07-30,2026-08-13,https://github.com/jeremyevans/roda,https://rubygems.org/gems/roda,https://roda.jeremyevans.net/documentation.html,,No,0,,
rubygems,meta-tags,21074980.0,2.24.0,45,44,2009-11-05,2026-09-01,https://github.com/kpumuk/meta-tags,https://rubygems.org/gems/meta-tags,https://rubydoc.info/github/kpumuk/meta-tags/,README.md,Yes,0,,
rubygems,postmark,21031502.0,1.25.1,90,90,2009-11-04,2024-06-20,https://github.com/wildbit/postmark-gem,https://rubygems.org/gems/postmark,https://postmarkapp.com,README.md,Yes,0,,
rubygems,prawn-svg,21010582.0,0.40.3,64,64,2010-03-26,2026-06-30,https://github.com/mogest/prawn-svg,https://rubygems.org/gems/prawn-svg,http://rdoc.info/projects/mogest/prawn-svg,README.md,Yes,0,,
rubygems,docker_registry2,20981976.0,1.19.0,38,38,2015-11-02,2026-03-19,https://github.com/deitch/docker_registry2,https://rubygems.org/gems/docker_registry2,https://www.rubydoc.info/gems/docker_registry2/1.19.0,README.md,Yes,0,,
rubygems,rspec-json_expectations,20981271.0,2.2.0,11,11,2014-10-05,2019-04-25,https://github.com/waterlink/rspec-json_expectations,https://rubygems.org/gems/rspec-json_expectations,https://github.com/waterlink/rspec-json_expectations,README.md,Yes,0,,
rubygems,gmail_xoauth,20979762.0,0.4.3,7,7,2010-05-18,2024-01-17,https://github.com/nfo/gmail_xoauth,https://rubygems.org/gems/gmail_xoauth,http://github.com/nfo/gmail_xoauth/blob/master/README.markdown,README.markdown,Yes,0,,
rubygems,ruby2ruby,20973286.0,2.6.1,47,46,2009-07-25,2026-01-26,https://github.com/seattlerb/ruby2ruby,https://rubygems.org/gems/ruby2ruby,https://rubydoc.info/gems/ruby2ruby,README.rdoc,Yes,0,,
rubygems,aws-record,20964176.0,2.15.2,45,35,2016-08-15,2026-08-17,https://github.com/aws/aws-sdk-ruby-record,https://rubygems.org/gems/aws-record,https://www.rubydoc.info/gems/aws-record/2.15.2,,No,0,,
rubygems,phony_rails,20903892.0,0.15.0,73,73,2012-05-07,2021-04-15,https://github.com/joost/phony_rails,https://rubygems.org/gems/phony_rails,https://www.rubydoc.info/gems/phony_rails/0.15.0,README.md,Yes,0,,
rubygems,gserver,20845320.0,0.0.1,1,1,2014-08-15,2014-08-15,,https://rubygems.org/gems/gserver,https://www.rubydoc.info/gems/gserver/0.0.1,README.md,Yes,0,,
rubygems,erb_lint,20813898.0,0.9.0,46,46,2017-10-27,2025-01-20,https://github.com/shopify/erb-lint,https://rubygems.org/gems/erb_lint,https://www.rubydoc.info/gems/erb_lint/0.9.0,,No,0,,
rubygems,solid_cache,20765866.0,1.0.10,22,22,2023-10-02,2025-11-08,https://github.com/rails/solid_cache,https://rubygems.org/gems/solid_cache,https://rubydoc.info/gems/solid_cache,README.md,Yes,0,,
rubygems,fluent-plugin-kinesis,20757580.0,3.7.0,36,36,2015-05-08,2026-04-11,https://github.com/awslabs/aws-fluent-plugin-kinesis,https://rubygems.org/gems/fluent-plugin-kinesis,https://www.rubydoc.info/gems/fluent-plugin-kinesis/3.7.0,README.md,Yes,0,,
rubygems,rss,20741732.0,0.3.3,7,7,2018-12-04,2026-06-10,https://github.com/ruby/rss,https://rubygems.org/gems/rss,https://www.rubydoc.info/gems/rss/0.3.3,README.md,Yes,0,,
rubygems,ipaddr,20682826.0,1.2.9,12,12,2017-08-02,2026-04-25,https://github.com/ruby/ipaddr,https://rubygems.org/gems/ipaddr,https://www.rubydoc.info/gems/ipaddr/1.2.9,README.md,Yes,0,,
rubygems,aws-sdk-resourceexplorer2,20677408.0,1.54.0,55,55,2022-11-08,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-resourceexplorer2,https://rubydoc.info/gems/aws-sdk-resourceexplorer2,,No,0,,
rubygems,aws-sdk-chimesdkvoice,20640989.0,1.60.0,61,61,2022-11-18,2026-07-16,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-chimesdkvoice,https://rubydoc.info/gems/aws-sdk-chimesdkvoice,,No,0,,
rubygems,smarter_csv,20612711.0,1.19.0,93,87,2012-07-29,2026-08-10,https://github.com/tilo/smarter_csv,https://rubygems.org/gems/smarter_csv,https://github.com/tilo/smarter_csv/tree/main/docs,README.md,Yes,29,docs/.nojekyll; docs/_introduction.md; docs/bad_row_quarantine.md; docs/basic_read_api.md; docs/basic_write_api.md; docs/batch_processing.md; docs/column_selection.md; docs/data_transformations.md; docs/examples.md; docs/header_transformations.md; docs/header_validations.md; docs/history.md; docs/instrumentation.md; docs/migrating_from_csv.md; docs/options.md; docs/parsing_strategy.md; docs/real_world_csv.md; docs/releases/1.16.0/benchmarks.md; docs/releases/1.16.0/changes.md; docs/releases/1.16.0/performance_notes.md; docs/releases/1.17.0/benchmarks.md; docs/releases/1.17.0/changes.md; docs/releases/1.17.0/performance_notes.md; docs/row_col_sep.md; docs/ruby_csv_pitfalls.md; docs/upgrade_path.json; docs/upgrade_wizard.html; docs/value_converters.md; docs/warnings.md,
rubygems,rails_best_practices,20584161.0,1.23.4,136,136,2009-11-05,2026-04-23,https://github.com/railsbp/rails_best_practices,https://rubygems.org/gems/rails_best_practices,https://rubydoc.info/gems/rails_best_practices,README.md,Yes,0,,
rubygems,cocoapods-stats,20572819.0,1.1.0,14,9,2015-06-24,2019-01-24,https://github.com/cocoapods/cocoapods-stats,https://rubygems.org/gems/cocoapods-stats,https://www.rubydoc.info/gems/cocoapods-stats/1.1.0,README.md,Yes,0,,
rubygems,jekyll-feed,20561271.0,0.17.0,33,33,2015-05-20,2022-10-15,https://github.com/jekyll/jekyll-feed,https://rubygems.org/gems/jekyll-feed,https://www.rubydoc.info/gems/jekyll-feed/0.17.0,README.md,Yes,0,,
rubygems,aws-sdk-ssmsap,20521925.0,1.56.0,57,57,2022-11-15,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-ssmsap,https://rubydoc.info/gems/aws-sdk-ssmsap,,No,0,,
rubygems,dependabot-common,20516744.0,0.395.0,987,986,2019-02-07,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-common,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,attr_extras,20494365.0,7.1.0,52,52,2012-10-16,2023-02-09,https://github.com/barsoom/attr_extras,https://rubygems.org/gems/attr_extras,https://github.com/barsoom/attr_extras,README.md,Yes,0,,
rubygems,allure-rspec,20492241.0,2.29.1,84,81,2013-12-10,2026-04-15,https://github.com/allure-framework/allure-ruby,https://rubygems.org/gems/allure-rspec,https://github.com/allure-framework/allure-ruby/blob/master/allure-rspec/README.md,README.md,Yes,0,,
rubygems,proxifier,20468427.0,1.0.3,4,4,2011-08-23,2012-03-06,https://github.com/samuelkadolph/ruby-proxifier,https://rubygems.org/gems/proxifier,https://github.com/samuelkadolph/ruby-proxifier,README.md,Yes,0,,
rubygems,google-apis-bigquery_v2,20463407.0,0.107.0,107,107,2021-01-08,2026-08-23,https://github.com/googleapis/google-api-ruby-client,https://rubygems.org/gems/google-apis-bigquery_v2,https://googleapis.dev/ruby/google-apis-bigquery_v2/v0.107.0,,No,0,,
rubygems,aws-sdk-omics,20458447.0,1.76.0,78,78,2022-11-29,2026-09-08,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-omics,https://rubydoc.info/gems/aws-sdk-omics,,No,0,,
rubygems,fog-cloudatcost,20450004.0,0.4.0,8,8,2016-01-11,2018-06-22,https://github.com/fog/fog-cloudatcost,https://rubygems.org/gems/fog-cloudatcost,https://www.rubydoc.info/gems/fog-cloudatcost/0.4.0,README.md,Yes,0,,
rubygems,puppet_forge,20417527.0,6.2.0,43,42,2014-05-16,2026-03-05,https://github.com/puppetlabs/forge-ruby,https://rubygems.org/gems/puppet_forge,https://rubydoc.info/gems/puppet_forge,README.md,Yes,0,,
rubygems,hanami-cli,20359628.0,3.0.0,55,21,2017-04-04,2026-07-01,https://github.com/hanami/hanami-cli,https://rubygems.org/gems/hanami-cli,https://hanamirb.org,README.md,Yes,0,,
rubygems,aws-sdk-codecatalyst,20337601.0,1.52.0,53,53,2022-12-01,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-codecatalyst,https://rubydoc.info/gems/aws-sdk-codecatalyst,,No,0,,
rubygems,aws-sdk-pipes,20302583.0,1.56.0,57,57,2022-12-01,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-pipes,https://rubydoc.info/gems/aws-sdk-pipes,,No,0,,
rubygems,devise-i18n,20302445.0,1.16.0,113,113,2011-12-16,2026-02-07,https://github.com/devise-i18n/devise-i18n,https://rubygems.org/gems/devise-i18n,https://rubydoc.info/gems/devise-i18n,README.md,Yes,0,,
rubygems,aws-sdk-arczonalshift,20288081.0,1.51.0,52,52,2022-11-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-arczonalshift,https://rubydoc.info/gems/aws-sdk-arczonalshift,,No,0,,
rubygems,aws-sdk-opensearchserverless,20277366.0,1.62.0,63,63,2022-11-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-opensearchserverless,https://rubydoc.info/gems/aws-sdk-opensearchserverless,,No,0,,
rubygems,aws-sdk-securitylake,20269120.0,1.57.0,58,58,2022-11-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-securitylake,https://rubydoc.info/gems/aws-sdk-securitylake,,No,0,,
rubygems,aws-sdk-docdbelastic,20262964.0,1.48.0,49,49,2022-11-30,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-docdbelastic,https://rubydoc.info/gems/aws-sdk-docdbelastic,,No,0,,
rubygems,aws-sdk-oam,20259136.0,1.52.0,53,53,2022-11-28,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-oam,https://rubydoc.info/gems/aws-sdk-oam,,No,0,,
rubygems,less-rails,20242743.0,5.0.0,37,36,2010-02-03,2020-04-11,https://github.com/metaskills/less-rails,https://rubygems.org/gems/less-rails,https://github.com/metaskills/less-rails,README.md,Yes,0,,
rubygems,aws-sdk-privatenetworks,20218597.0,1.33.0,34,34,2022-08-11,2025-05-20,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-privatenetworks,https://rubydoc.info/gems/aws-sdk-privatenetworks,,No,0,,
rubygems,aws-sdk-sagemakergeospatial,20205450.0,1.48.0,49,49,2022-11-30,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-sagemakergeospatial,https://rubydoc.info/gems/aws-sdk-sagemakergeospatial,,No,0,,
rubygems,fluent-plugin-multi-format-parser,20203384.0,1.1.0,6,6,2014-07-10,2023-11-29,https://github.com/repeatedly/fluent-plugin-multi-format-parser,https://rubygems.org/gems/fluent-plugin-multi-format-parser,https://github.com/repeatedly/fluent-plugin-multi-format-parser,README.md,Yes,0,,
rubygems,fluent-plugin-concat,20195855.0,2.6.2,24,24,2016-04-07,2026-06-12,https://github.com/fluent-plugins-nursery/fluent-plugin-concat,https://rubygems.org/gems/fluent-plugin-concat,https://github.com/fluent-plugins-nursery/fluent-plugin-concat,README.md,Yes,0,,
rubygems,syntax_tree,20136238.0,6.3.0,50,50,2021-12-01,2025-07-17,https://github.com/kddnewton/syntax_tree,https://rubygems.org/gems/syntax_tree,https://github.com/kddnewton/syntax_tree,README.md,Yes,2,doc/changing_structure.md; doc/logo.svg,
rubygems,aws-sdk-simspaceweaver,20131181.0,1.49.0,50,50,2022-11-29,2026-06-29,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-simspaceweaver,https://rubydoc.info/gems/aws-sdk-simspaceweaver,,No,0,,
rubygems,net-http2,20070173.0,0.19.0,27,27,2016-04-28,2025-02-25,https://github.com/ostinelli/net-http2,https://rubygems.org/gems/net-http2,https://github.com/ostinelli/net-http2,README.md,Yes,0,,
rubygems,cloudinary,20048408.0,2.4.5,152,151,2012-02-22,2026-04-27,https://github.com/cloudinary/cloudinary_gem,https://rubygems.org/gems/cloudinary,https://cloudinary.com,README.md,Yes,0,,
rubygems,semaphore_test_boosters,20015595.0,2.7.1,55,55,2017-02-14,2021-08-06,https://github.com/renderedtext/test-boosters,https://rubygems.org/gems/semaphore_test_boosters,https://www.rubydoc.info/gems/semaphore_test_boosters/2.7.1,README.md,Yes,0,,
rubygems,dependabot-omnibus,20003481.0,0.395.0,1130,1129,2018-12-06,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-omnibus,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-terraform,19996092.0,0.395.0,1129,1128,2018-12-06,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-terraform,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,active_hash,19935084.0,4.1.0,63,63,2009-10-02,2026-03-31,https://github.com/zilkey/active_hash,https://rubygems.org/gems/active_hash,https://rubydoc.info/gems/active_hash,README.md,Yes,0,,
rubygems,dependabot-git_submodules,19930526.0,0.395.0,1113,1112,2018-12-10,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-git_submodules,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-nuget,19894843.0,0.395.0,1111,1110,2018-12-10,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-nuget,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,axlsx,19879091.0,2.0.1,42,39,2011-11-20,2013-09-12,https://github.com/randym/axlsx,https://rubygems.org/gems/axlsx,https://www.rubydoc.info/gems/axlsx/2.0.1,README.md,Yes,0,,
rubygems,dependabot-python,19851130.0,0.395.0,1115,1114,2018-12-09,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-python,https://rubydoc.info/gems/dependabot-python,,No,0,,
rubygems,dependabot-gradle,19849185.0,0.395.0,1101,1100,2018-12-14,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-gradle,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-docker,19834284.0,0.395.0,1122,1121,2018-12-07,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-docker,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,prettier_print,19811742.0,1.2.1,7,7,2022-05-14,2023-03-09,https://github.com/ruby-syntax-tree/prettier_print,https://rubygems.org/gems/prettier_print,https://www.rubydoc.info/gems/prettier_print/1.2.1,README.md,Yes,0,,
rubygems,aws-sdk-sagemakermetrics,19810202.0,1.49.0,50,50,2022-12-12,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-sagemakermetrics,https://rubydoc.info/gems/aws-sdk-sagemakermetrics,,No,0,,
rubygems,appsignal,19798244.0,4.10.1,830,558,2013-02-22,2026-08-20,https://github.com/appsignal/appsignal-ruby,https://rubygems.org/gems/appsignal,https://docs.appsignal.com/ruby/,README.md,Yes,0,,
rubygems,dependabot-cargo,19793639.0,0.395.0,1110,1109,2018-12-10,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-cargo,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-elm,19793615.0,0.395.0,1108,1107,2018-12-11,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-elm,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dalli-elasticache,19782581.0,2.0.2,9,9,2013-01-27,2026-08-09,https://github.com/ktheory/dalli-elasticache,https://rubygems.org/gems/dalli-elasticache,https://www.rubydoc.info/gems/dalli-elasticache/2.0.2,README.md,Yes,0,,
rubygems,dependabot-maven,19766192.0,0.395.0,1098,1097,2018-12-14,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-maven,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-composer,19765090.0,0.395.0,1046,1045,2019-01-11,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-composer,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,semaphore_cucumber_booster_config,19762258.0,1.4.2,14,14,2017-02-28,2021-08-06,https://github.com/renderedtext/cucumber_booster_config,https://rubygems.org/gems/semaphore_cucumber_booster_config,https://github.com/renderedtext/cucumber_booster_config,README.md,Yes,0,,
rubygems,chromedriver-helper,19740756.0,2.1.1,16,16,2011-12-07,2019-03-24,https://github.com/flavorjones/chromedriver-helper,https://rubygems.org/gems/chromedriver-helper,https://github.com/flavorjones/chromedriver-helper,README.md,Yes,0,,
rubygems,sort_alphabetical,19723987.0,1.1.0,7,7,2009-11-22,2016-11-23,https://github.com/grosser/sort_alphabetical,https://rubygems.org/gems/sort_alphabetical,https://github.com/grosser/sort_alphabetical,Readme.md,Yes,0,,
rubygems,compass-rails,19719775.0,4.0.0,27,22,2012-03-12,2020-02-18,https://github.com/compass/compass-rails,https://rubygems.org/gems/compass-rails,https://www.rubydoc.info/gems/compass-rails/4.0.0,README.md,Yes,0,,
rubygems,bson_ext,19714376.0,1.12.5,66,51,2010-04-08,2015-12-01,,https://rubygems.org/gems/bson_ext,http://www.mongodb.org,,No,0,,
rubygems,state_machine,19711006.0,1.2.0,44,44,2009-07-25,2013-03-30,https://github.com/pluginaweek/state_machine,https://rubygems.org/gems/state_machine,http://www.pluginaweek.org,README.md,Yes,21,examples/doc/AutoShop.html; examples/doc/method_list.html; examples/doc/TrafficLight_state.png; examples/doc/class_list.html; examples/doc/css/style.css; examples/doc/css/common.css; examples/doc/css/full_list.css; examples/doc/index.html; examples/doc/Vehicle.html; examples/doc/top-level-namespace.html; examples/doc/AutoShop_state.png; examples/doc/js/full_list.js; examples/doc/js/app.js; examples/doc/js/jquery.js; examples/doc/Car_state.png; examples/doc/TrafficLight.html; examples/doc/_index.html; examples/doc/file_list.html; examples/doc/Car.html; examples/doc/Vehicle_state.png; examples/doc/frames.html,
rubygems,code_analyzer,19693501.0,0.5.5,21,21,2012-09-04,2022-01-30,https://github.com/flyerhzm/code_analyzer,https://rubygems.org/gems/code_analyzer,https://www.rubydoc.info/gems/code_analyzer/0.5.5,README.md,Yes,0,,
rubygems,dependabot-hex,19680930.0,0.395.0,1050,1049,2019-01-09,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-hex,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-go_modules,19673036.0,0.395.0,1069,1068,2019-01-02,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-go_modules,https://docs.github.com/en/code-security/dependabot,,No,0,,
rubygems,dependabot-npm_and_yarn,19642954.0,0.395.0,1033,1032,2019-01-17,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-npm_and_yarn,https://github.com/dependabot/dependabot-core,helpers/README.md,Yes,0,,
rubygems,paint,19623113.0,2.3.0,20,20,2011-06-29,2022-07-05,https://github.com/janlelis/paint,https://rubygems.org/gems/paint,https://www.rubydoc.info/gems/paint/2.3.0,README.md,Yes,0,,
rubygems,singleton,19531628.0,0.3.0,4,4,2019-11-06,2024-11-08,https://github.com/ruby/singleton,https://rubygems.org/gems/singleton,https://rubydoc.info/gems/singleton,README.md,Yes,0,,
rubygems,dependabot-bundler,19531499.0,0.395.0,1000,999,2019-02-01,2026-09-07,https://github.com/dependabot/dependabot-core,https://rubygems.org/gems/dependabot-bundler,https://rubydoc.info/gems/dependabot-bundler,,No,0,,
rubygems,net-ping,19513661.0,2.1.1,68,68,2009-07-25,2026-08-16,https://github.com/chernesk/net-ping,https://rubygems.org/gems/net-ping,https://github.com/chernesk/net-ping,README.md,Yes,1,doc/ping.txt,
rubygems,gettext-setup,19511424.0,1.1.1,33,33,2016-06-07,2026-03-04,https://github.com/puppetlabs/gettext-setup-gem,https://rubygems.org/gems/gettext-setup,https://www.rubydoc.info/gems/gettext-setup/1.1.1,README.md,Yes,0,,
rubygems,fileutils,19500101.0,1.8.0,17,17,2017-05-11,2025-10-29,https://github.com/slicertje/file-utils,https://rubygems.org/gems/fileutils,https://rubydoc.info/gems/fileutils,README.md,Yes,0,,
rubygems,fastlane-plugin-sentry,19391626.0,2.6.3,88,85,2026-01-14,2026-09-03,https://github.com/getsentry/sentry-fastlane-plugin,https://rubygems.org/gems/fastlane-plugin-sentry,https://www.rubydoc.info/gems/fastlane-plugin-sentry/2.6.2,README.md,Yes,0,,
rubygems,aws-sdk-kinesisvideowebrtcstorage,19284006.0,1.48.0,49,49,2022-12-19,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-kinesisvideowebrtcstorage,https://rubydoc.info/gems/aws-sdk-kinesisvideowebrtcstorage,,No,0,,
rubygems,strip_attributes,19259175.0,2.0.1,33,33,2011-08-14,2025-08-27,https://github.com/rmm5t/strip_attributes,https://rubygems.org/gems/strip_attributes,https://rubydoc.info/gems/strip_attributes,README.md,Yes,0,,
rubygems,creek,19180016.0,2.6.3,24,24,2014-02-14,2023-05-03,https://github.com/pythonicrubyist/creek,https://rubygems.org/gems/creek,http://rubydoc.info/gems/creek,README.md,Yes,0,,
rubygems,headless,19172917.0,3.0.0,16,16,2010-08-06,2025-05-10,https://github.com/leonid-shevtsov/headless,https://rubygems.org/gems/headless,http://leonid.shevtsov.me/en/headless,README.md,Yes,0,,
rubygems,gibbon,19170641.0,4.0.0,62,62,2010-11-15,2026-07-23,https://github.com/amro/gibbon,https://rubygems.org/gems/gibbon,https://github.com/amro/gibbon,README.markdown,Yes,0,,
rubygems,opentelemetry-instrumentation-dalli,19163675.0,0.30.0,41,41,2020-09-11,2026-04-15,https://github.com/open-telemetry/opentelemetry-ruby-contrib,https://rubygems.org/gems/opentelemetry-instrumentation-dalli,https://github.com/open-telemetry/opentelemetry-ruby-contrib,README.md,Yes,0,,
rubygems,aws-sdk-licensemanagerlinuxsubscriptions,19157354.0,1.47.0,48,48,2022-12-21,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-licensemanagerlinuxsubscriptions,https://rubydoc.info/gems/aws-sdk-licensemanagerlinuxsubscriptions,,No,0,,
rubygems,ejson,19149774.0,1.5.3,15,13,2014-04-15,2024-11-06,https://github.com/shopify/ejson,https://rubygems.org/gems/ejson,https://github.com/shopify/ejson/wiki,,No,0,,
rubygems,omniauth-shibboleth-redux,19146411.0,2.0.0,1,1,2023-03-20,2023-03-20,,https://rubygems.org/gems/omniauth-shibboleth-redux,,README.md,Yes,0,,
rubygems,pghero,19139588.0,4.0.1,91,91,2014-07-21,2026-08-15,https://github.com/ankane/pghero,https://rubygems.org/gems/pghero,https://www.rubydoc.info/gems/pghero/4.0.1,README.md,Yes,0,,
rubygems,rack-utf8_sanitizer,19086212.0,1.11.1,19,19,2013-03-05,2025-12-05,https://github.com/whitequark/rack-utf8_sanitizer,https://rubygems.org/gems/rack-utf8_sanitizer,https://www.rubydoc.info/gems/rack-utf8_sanitizer/1.11.1,README.md,Yes,0,,
rubygems,async-io,19041658.0,1.43.2,92,92,2017-05-24,2024-04-23,https://github.com/socketry/async-io,https://rubygems.org/gems/async-io,https://socketry.github.io/async-io/,readme.md,Yes,0,,
rubygems,aws_cf_signer,19009814.0,0.1.3,4,4,2010-11-17,2014-05-26,https://github.com/dylanvaughn/aws_cf_signer,https://rubygems.org/gems/aws_cf_signer,https://github.com/dylanvaughn/aws_cf_signer,README.md,Yes,0,,
rubygems,datadog_api_client,18997856.0,2.59.1,78,76,2021-05-12,2026-09-03,https://github.com/datadog/datadog-api-client-ruby,https://rubygems.org/gems/datadog_api_client,https://docs.datadoghq.com/api/,README.md,Yes,0,,
rubygems,fluent-plugin-detect-exceptions,18996199.0,0.0.16,15,15,2016-11-17,2024-11-21,https://github.com/googlecloudplatform/fluent-plugin-detect-exceptions,https://rubygems.org/gems/fluent-plugin-detect-exceptions,https://www.rubydoc.info/gems/fluent-plugin-detect-exceptions/0.0.16,README.rdoc,Yes,0,,
rubygems,ruby-dbus,18982580.0,0.25.0,40,30,2010-11-07,2025-04-03,https://github.com/mvidner/ruby-dbus,https://rubygems.org/gems/ruby-dbus,https://github.com/mvidner/ruby-dbus,README.md,Yes,4,doc/Reference.md; doc/Tutorial.md; examples/doc/README.md; examples/doc/_extract_examples,
rubygems,aws-sdk-cleanrooms,18968005.0,1.79.0,80,80,2023-01-12,2026-08-13,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-cleanrooms,https://rubydoc.info/gems/aws-sdk-cleanrooms,,No,0,,
rubygems,strptime,18965178.0,0.2.5,43,40,2015-09-18,2020-09-26,https://github.com/nurse/strptime,https://rubygems.org/gems/strptime,https://github.com/nurse/strptime,README.md,Yes,0,,
rubygems,aws-sdk-kendraranking,18887547.0,1.48.0,49,49,2023-01-09,2026-07-23,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-kendraranking,https://rubydoc.info/gems/aws-sdk-kendraranking,,No,0,,
rubygems,page-object,18827798.0,2.3.1,87,87,2011-05-22,2021-03-19,https://github.com/cheezy/page-object,https://rubygems.org/gems/page-object,http://rubydoc.info/github/cheezy/page-object/master/frames,README.md,Yes,0,,
rubygems,rubocop-gitlab-security,18775249.0,0.1.1,7,7,2017-06-12,2017-12-14,,https://rubygems.org/gems/rubocop-gitlab-security,https://gitlab.com/gitlab-org/rubocop-gitlab-security/README.md,README.md,Yes,0,,
rubygems,errbase,18772911.0,0.2.2,8,8,2014-08-12,2022-02-03,https://github.com/ankane/errbase,https://rubygems.org/gems/errbase,https://github.com/ankane/errbase,README.md,Yes,0,,
rubygems,hashie-forbidden_attributes,18721084.0,0.1.1,1,1,2015-03-23,2015-03-23,https://github.com/maxim-filimonov/hashie-forbidden_attributes,https://rubygems.org/gems/hashie-forbidden_attributes,https://github.com/maxim-filimonov/hashie-forbidden_attributes/wiki,,No,0,,
rubygems,protocol-http,18698046.0,0.71.0,131,131,2019-05-08,2026-08-17,https://github.com/socketry/protocol-http,https://rubygems.org/gems/protocol-http,https://socketry.github.io/protocol-http/,readme.md,Yes,0,,
