gem,version,released,status,gem_bytes,rb_files,native_files,functions,functions_ruby,functions_native,functions_public,functions_private,functions_protected,functions_module_function,native_languages,lines_code,lines_total,parse_errors,added,removed,net,running_total,drift
jekyll-default-layout,0.2.0,2026-07-31,ok,5632,3,0,17,17,0,17,0,0,0,,75,111,0,17,0,17,17,0
unicorn-worker-killer,0.4.5,2021-04-14,ok,9216,2,0,17,17,0,17,0,0,0,,92,127,0,17,0,17,17,0
validates_zipcode,0.6.0,2026-03-10,ok,30720,9,0,16,16,0,13,3,0,0,,388,459,0,16,0,16,16,0
resolv-replace,0.2.0,2026-01-15,ok,8192,1,0,16,18,0,16,0,0,0,,56,77,0,16,0,16,16,0
e2mmap,0.1.0,2018-12-04,ok,7680,2,0,16,17,0,16,0,0,0,,74,182,0,16,0,16,16,0
guard-bundler,3.1.0,2026-01-17,ok,7680,4,0,16,16,0,12,4,0,0,,143,186,0,16,0,16,16,0
cocoapods-dependencies,1.3.0,2018-08-16,ok,9216,3,0,16,16,0,16,0,0,0,,175,208,0,16,0,16,16,0
haversine,0.3.2,2016-10-04,ok,9216,2,0,16,16,0,16,0,0,0,,64,97,0,16,0,16,16,0
validates_hostname,2.0.45,2026-08-09,ok,18944,2,0,16,16,0,7,9,0,0,,125,243,0,16,0,16,16,0
selenium_statistics,0.3.0,2019-01-04,ok,8704,4,0,16,16,0,15,1,0,0,,140,222,0,16,0,16,16,0
capybara-select-2,0.5.1,2020-06-26,ok,10752,7,0,16,16,0,16,0,0,9,,171,228,0,16,0,16,16,0
ya2yaml,0.31,2012-02-19,ok,12288,1,0,16,16,0,3,13,0,0,,323,376,0,16,0,16,16,0
timeout,0.6.1,2026-03-09,ok,10752,1,0,16,17,0,15,1,0,0,,168,315,0,16,0,16,16,0
open3,0.2.1,2023-12-16,ok,14848,3,0,16,19,0,16,0,0,0,,377,1543,0,16,0,16,16,0
link_header,0.0.8,2013-12-04,ok,9216,3,0,16,16,0,16,0,0,0,,93,249,0,16,0,16,16,0
get_process_mem,1.0.0,2024-07-22,ok,11776,3,0,16,16,0,14,2,0,0,,158,192,0,16,0,16,16,0
binding_of_caller,2.0.0,2026-02-15,ok,9728,5,0,16,26,0,10,5,1,0,,197,273,0,16,0,16,16,0
elasticsearch-rails,8.0.1,2025-09-01,ok,4263424,20,0,16,18,0,12,2,2,0,,1560,2703,0,16,0,16,16,0
path_expander,2.0.1,2026-01-08,ok,14336,1,0,16,16,0,16,0,0,0,,96,222,0,16,0,16,16,0
deep_cloneable,3.2.2,2026-02-19,ok,13824,6,0,16,16,0,2,13,1,0,,194,253,0,16,0,16,16,0
heapy,0.2.0,2020-08-26,ok,12800,5,0,16,16,0,12,4,0,0,,269,381,0,16,0,16,16,0
opentelemetry-instrumentation-aws_lambda,0.7.0,2026-04-15,ok,13312,7,0,16,16,0,8,8,0,0,,213,331,0,16,0,16,16,0
little-plugger,1.1.4,2015-08-28,ok,10240,1,0,16,16,0,16,0,0,0,,103,324,0,16,0,16,16,0
redis-rack,3.0.0,2023-12-04,ok,14336,4,0,16,16,0,15,1,0,0,,128,154,0,16,0,16,16,0
hotwire-livereload,2.1.1,2025-10-14,ok,14848,6,0,15,15,0,10,5,0,0,,221,263,0,15,0,15,15,0
safely_block,1.0.0,2026-04-02,ok,8192,4,0,15,15,0,15,0,0,0,,114,141,0,15,0,15,15,0
remotipart,1.4.4,2019-12-29,ok,40448,10,0,15,16,0,14,1,0,0,,172,231,0,15,0,15,15,0
net-telnet,0.2.0,2018-07-25,ok,16896,3,0,15,15,0,15,0,0,0,,404,772,0,15,0,15,15,0
semaphore_cucumber_booster_config,1.4.2,2021-08-06,ok,8704,5,0,15,15,0,6,9,0,0,,128,173,0,15,0,15,15,0
name_of_person,1.1.3,2024-01-30,ok,9216,6,0,15,15,0,15,0,0,0,,85,121,0,15,0,15,15,0
sprockets-export,1.0.0,2016-11-28,ok,8192,7,0,15,15,0,10,5,0,0,,113,144,0,15,0,15,15,0
country_select,11.0.0,2025-05-31,ok,20480,6,0,15,15,0,5,10,0,0,,147,203,0,15,0,15,15,0
wannabe_bool,0.7.1,2018-03-13,ok,12800,11,0,15,15,0,15,0,0,0,,120,165,0,15,0,15,15,0
inst-jobs-autoscaling,2.1.1,2021-09-30,ok,8192,5,0,15,15,0,10,0,5,0,,97,126,0,15,0,15,15,0
fluent-plugin-aws-elasticsearch-service,2.4.1,2021-04-21,ok,10752,1,0,15,15,0,11,4,0,0,,172,234,0,15,0,15,15,0
logging-rails,0.6.0,2017-05-24,ok,11776,5,0,15,16,0,15,0,0,0,,139,203,0,15,0,15,15,0
octopress-date-format,3.0.3,2015-05-26,ok,7680,2,0,15,15,0,15,0,0,0,,137,163,0,15,0,15,15,0
llhttp-ffi,0.5.1,2025-03-12,ok,97792,6,5,15,15,0,14,1,0,0,c,149,310,0,15,0,15,15,0
rb-fsevent,0.11.2,2022-08-29,ok,66560,5,13,15,16,0,10,5,0,0,c,363,486,0,15,0,15,15,0
omniauth-oauth2-generic,0.2.8,2020-09-14,ok,12288,5,0,15,15,0,4,11,0,0,,146,248,0,15,0,15,15,0
safety_net_attestation,0.5.0,2025-09-22,ok,17920,6,0,15,15,0,12,3,0,0,,136,190,0,15,0,15,15,0
middleware,0.1.0,2012-03-16,ok,11264,4,0,15,15,0,11,0,4,0,,95,213,0,15,0,15,15,0
inflection,1.0.0,2011-11-12,ok,8704,1,0,15,15,0,15,0,0,0,,194,359,0,15,0,15,15,0
filesize,0.2.0,2018-09-04,ok,8192,1,0,15,15,0,15,0,0,0,,111,185,0,15,0,15,15,0
grpc_reflection,0.4.0,2025-12-03,ok,10240,11,0,15,15,0,10,5,0,0,,219,342,0,15,0,15,15,0
request_store,1.7.0,2024-05-01,ok,9728,4,0,15,15,0,15,0,0,0,,91,122,0,15,0,15,15,0
zonebie,0.6.1,2016-04-13,ok,9728,6,0,15,15,0,15,0,0,0,,104,135,0,15,0,15,15,0
rpam2,4.0.2,2018-03-27,ok,9216,2,1,15,11,4,10,5,0,0,c,97,122,0,15,0,15,15,0
jekyll-feed,0.17.0,2022-10-15,ok,13824,5,0,14,14,0,3,11,0,0,,138,209,0,14,0,14,14,0
simplecov-cobertura,4.0.0,2026-07-12,ok,16384,2,0,14,14,0,2,12,0,0,,168,207,0,14,0,14,14,0
winrm-elevated,1.2.3,2020-11-11,ok,12800,2,0,14,14,0,11,3,0,0,,58,122,0,14,0,14,14,0
opentelemetry-instrumentation-mysql2,0.34.0,2026-04-15,ok,12800,6,0,14,14,0,3,11,0,0,,164,250,0,14,0,14,14,0
multi_test,2.0.0,2026-07-30,ok,7168,3,0,14,14,0,9,5,0,0,,77,104,0,14,0,14,14,0
faraday-follow_redirects,0.5.0,2025-12-27,ok,9216,4,0,14,14,0,4,10,0,0,,110,198,0,14,0,14,14,0
bourbon,7.3.0,2023-01-23,ok,93184,6,0,14,14,0,5,9,0,0,,131,159,0,14,0,14,14,0
opentelemetry-instrumentation-redis,0.29.0,2026-04-15,ok,13824,7,0,14,14,0,6,8,0,0,,188,323,0,14,0,14,14,0
outrigger,3.2.0,2026-01-20,ok,7680,7,0,14,14,0,11,3,0,0,,124,165,0,14,0,14,14,0
win32-api,1.10.1,2021-04-23,ok,1238016,2,1,14,0,14,14,0,0,0,c,13,27,0,14,0,14,14,0
metasploit-concern,5.0.6,2026-04-14,ok,12800,8,0,14,14,0,12,2,0,0,,175,386,0,14,0,14,14,0
extended-markdown-filter,0.7.0,2018-11-13,ok,11776,9,0,14,14,0,14,0,0,0,,158,198,0,14,0,14,14,0
newrelic-sidekiq-metrics,1.6.2,2023-10-30,ok,9728,5,0,14,14,0,10,4,0,0,,87,110,0,14,0,14,14,0
terminal-notifier-guard,1.7.0,2016-02-20,ok,512512,1,0,14,14,0,14,0,0,0,,105,156,0,14,0,14,14,0
rswag-specs,2.17.0,2025-11-05,ok,16384,4,0,14,14,0,9,5,0,0,,154,195,1,14,0,14,14,0
after_commit_everywhere,1.6.0,2025-02-07,ok,12800,3,0,14,14,0,13,1,0,0,,126,225,0,14,0,14,14,0
commonjs,0.2.7,2013-09-03,ok,9728,4,0,14,14,0,12,2,0,0,,80,103,0,14,0,14,14,0
prettybacon,0.0.2,2014-04-03,ok,7680,5,0,14,14,0,14,0,0,0,,173,251,0,14,0,14,14,0
mails_viewer,0.2.0,2018-01-27,ok,25600,8,0,14,14,0,11,3,0,0,,147,180,0,14,0,14,14,0
opentelemetry-instrumentation-ruby_kafka,0.25.0,2026-04-15,ok,12800,10,0,14,14,0,8,6,0,1,,224,344,0,14,0,14,14,0
cucumber-rails-training-wheels,1.0.0,2011-10-05,ok,16384,7,0,14,14,0,12,0,2,0,,125,195,0,14,0,14,14,0
chef-winrm-elevated,1.2.5,2025-02-04,ok,13312,2,0,14,14,0,11,3,0,0,,58,122,0,14,0,14,14,0
chef-ruby-shadow,3.0.0,2025-07-10,ok,11264,1,2,14,0,19,14,0,0,0,c,51,70,0,14,0,14,14,0
fluent-plugin-grok-parser,2.6.2,2020-09-16,ok,28160,3,0,14,14,0,11,3,0,0,,237,269,0,14,0,14,14,0
sass-globbing,1.1.5,2016-02-29,ok,76800,5,0,14,14,0,12,0,2,0,,114,138,0,14,0,14,14,0
equivalent-xml,0.6.0,2015-04-21,ok,12288,2,0,14,14,0,11,3,0,0,,202,278,0,14,0,14,14,0
shellany,0.0.1,2014-12-25,ok,9216,3,0,14,14,0,14,0,0,0,,78,155,0,14,0,14,14,0
guard-compat,1.2.1,2015-01-14,ok,11776,4,0,14,14,0,14,0,0,0,,135,174,0,14,0,14,14,0
rex-rop_builder,0.1.6,2025-02-13,ok,15872,3,0,14,14,0,12,2,0,0,,234,292,0,14,0,14,14,0
unicode-display_width,3.2.0,2025-09-09,ok,18432,7,0,14,14,0,14,0,0,0,,277,384,0,14,0,14,14,0
faraday-net_http,3.4.4,2026-06-02,ok,8192,3,0,14,14,0,4,10,0,0,,182,225,0,14,0,14,14,0
nested_form,0.3.2,2013-04-05,ok,483840,6,0,13,13,0,11,2,0,0,,175,239,0,13,0,13,13,0
redis-scripting,1.0.1,2013-09-10,ok,7680,4,0,13,13,0,12,1,0,0,,75,97,0,13,0,13,13,0
nokogiri-xmlsec-instructure,0.12.0,2025-08-26,ok,16384,4,14,13,7,6,13,0,0,0,c,61,140,0,13,0,13,13,0
sequel-annotate,1.7.0,2021-05-20,ok,16384,1,0,13,13,0,5,8,0,0,,235,318,0,13,0,13,13,0
email_reply_trimmer,0.4.0,2026-08-14,ok,52224,7,0,13,13,0,9,4,0,0,,319,560,0,13,0,13,13,0
pirate_weather_forecast_ruby,0.1.0,2023-09-11,ok,20480,3,0,13,13,0,12,1,0,0,,51,105,0,13,0,13,13,0
slim-rails,4.0.0,2025-12-11,ok,10240,7,0,13,13,0,4,2,7,0,,168,212,0,13,0,13,13,0
rspec-parameterized-table_syntax,2.1.1,2026-02-15,ok,8192,5,0,13,14,0,13,0,0,0,,123,153,0,13,0,13,13,0
apollo_upload_server,2.1.8,2026-01-29,ok,10752,7,0,13,13,0,7,6,0,0,,137,186,0,13,0,13,13,0
ractor-dispatch,0.3.0,2026-09-03,ok,8192,4,0,13,13,0,12,1,0,0,,119,151,0,13,0,13,13,0
expression_parser,0.9.0,2010-09-20,ok,6144,5,0,13,13,0,10,0,3,0,,262,330,0,13,0,13,13,0
dynamic_form,1.3.1,2023-12-29,ok,17408,4,0,13,13,0,10,3,0,0,,185,364,0,13,0,13,13,0
spree,5.6.1,2026-07-28,ok,9216,3,0,13,13,0,12,1,0,0,,150,312,1,13,0,13,13,0
dry-equalizer,0.3.0,2019-11-07,ok,14848,3,0,13,14,0,8,5,0,0,,69,153,0,13,0,13,13,0
ruby-limiter,2.3.0,2023-10-29,ok,10752,6,0,13,13,0,7,6,0,0,,91,134,0,13,0,13,13,0
standard-custom,1.0.2,2023-07-13,ok,8192,5,0,13,13,0,6,7,0,0,,103,147,0,13,0,13,13,0
equalizer,1.0.0,2026-03-20,ok,13312,1,0,13,13,0,12,1,0,0,,66,183,0,13,0,13,13,0
openssl-cmac,2.1.0,2025-11-26,ok,7680,2,0,13,13,0,11,2,0,0,,89,189,0,13,0,13,13,0
html_truncator,0.4.2,2017-11-30,ok,8192,2,0,13,13,0,13,0,0,0,,90,104,0,13,0,13,13,0
encryptor,3.0.0,2016-03-27,ok,20480,3,0,12,12,0,8,0,4,0,,91,157,0,12,0,12,12,0
alterity,1.4.2,2022-01-25,ok,9728,6,0,12,12,0,8,4,0,0,,185,235,0,12,0,12,12,0
tsort,0.2.0,2023-11-07,ok,10240,1,0,12,12,0,12,0,0,0,,87,456,0,12,0,12,12,0
feedbag,1.0.2,2025-11-30,ok,9216,1,0,12,12,0,11,1,0,0,,190,256,0,12,0,12,12,0
unicode-emoji,4.2.0,2025-12-17,ok,170496,46,0,12,12,0,12,0,0,0,,612,954,0,12,0,12,12,0
rubocop-shopify,3.0.2,2026-08-07,ok,22528,5,0,12,13,0,10,2,0,0,,112,287,0,12,0,12,12,0
shellwords,0.2.2,2024-12-13,ok,10240,2,0,12,14,0,12,0,0,0,,62,260,0,12,0,12,12,0
rubydns,2.1.1,2025-02-16,ok,12800,4,0,12,12,0,12,0,0,0,,112,222,0,12,0,12,12,0
opentelemetry-instrumentation-lmdb,0.26.0,2026-04-15,ok,11264,7,0,12,12,0,5,7,0,0,,133,220,0,12,0,12,12,0
devise_pam_authenticatable2,9.2.0,2018-09-05,ok,8704,4,0,12,12,0,12,0,0,0,,126,165,0,12,0,12,12,0
actionpack-action_caching,1.2.2,2021-05-10,ok,16384,4,0,12,13,0,9,2,1,0,,137,272,0,12,0,12,12,0
win32-event,0.6.3,2015-10-25,ok,15360,2,0,12,13,0,12,0,0,0,,101,192,0,12,0,12,12,0
rspec-rerun,1.1.0,2015-07-02,ok,7168,3,0,12,12,0,10,2,0,0,,138,171,0,12,0,12,12,0
cocoapods-deintegrate,1.0.5,2021-08-16,ok,7680,5,0,12,12,0,12,0,0,0,,169,216,0,12,0,12,12,0
faraday-gzip,3.1.0,2026-01-05,ok,8704,3,0,12,12,0,8,4,0,0,,112,177,0,12,0,12,12,0
dumb_delegator,1.1.0,2024-12-17,ok,9216,3,0,12,12,0,10,2,0,0,,68,149,0,12,0,12,12,0
track_open_instances,0.1.15,2025-04-17,ok,16384,2,0,12,12,0,12,0,0,0,,70,262,0,12,0,12,12,0
jekyll-watch,2.2.1,2019-03-22,ok,6144,4,0,12,12,0,3,9,0,0,,116,171,0,12,0,12,12,0
bson_ext,1.12.5,2015-12-01,ok,25600,2,7,12,0,12,12,0,0,0,c,14,20,0,12,0,12,12,0
sslshake,1.3.1,2020-06-14,ok,13312,6,0,12,12,0,11,1,0,0,,750,862,0,12,0,12,12,0
rspec-wait,1.0.2,2025-06-29,ok,10752,6,0,12,12,0,11,1,0,3,,120,188,0,12,0,12,12,0
cppjieba_rb,0.4.4,2024-09-21,ok,8040448,4,29,12,7,5,12,0,0,0,c+cpp,72,108,0,12,0,12,12,0
junit_merge,0.1.2,2014-05-24,ok,10752,3,0,12,13,0,6,6,0,0,,133,165,0,12,0,12,12,0
guess_html_encoding,0.0.11,2015-02-02,ok,28672,2,0,12,12,0,5,7,0,0,,199,339,0,12,0,12,12,0
opentelemetry-instrumentation-grpc,0.5.2,2026-07-08,ok,13312,7,0,11,11,0,5,6,0,0,,129,216,0,11,0,11,11,0
warden-basic_auth,0.2.1,2015-05-27,ok,7680,3,0,11,11,0,11,0,0,0,,54,70,0,11,0,11,11,0
iso-639,0.3.8,2024-10-07,ok,17920,1,0,11,11,0,11,0,0,0,,85,142,0,11,0,11,11,0
hanami-db,3.0.0,2026-07-01,ok,8704,8,0,11,11,0,8,3,0,0,,124,225,0,11,0,11,11,0
rails_stdout_logging,0.0.5,2016-03-23,ok,78848,7,0,11,11,0,11,0,0,0,,90,109,0,11,0,11,11,0
multipart,0.2.1,2009-07-25,ok,5632,1,0,11,11,0,11,0,0,0,,89,219,0,11,0,11,11,0
opentelemetry-instrumentation-racecar,0.7.0,2026-04-15,ok,11776,7,0,11,11,0,7,4,0,0,,144,228,0,11,0,11,11,0
simplecov-console,0.9.5,2026-02-02,ok,13312,3,0,11,11,0,11,0,0,0,,240,312,0,11,0,11,11,0
jaro_winkler,1.7.0,2026-02-11,ok,10240,5,7,11,7,4,8,3,0,0,c,150,188,0,11,0,11,11,0
openssl-ccm,1.3.0,2025-11-26,ok,7680,2,0,11,11,0,4,7,0,0,,103,178,0,11,0,11,11,0
rubygems-bundler,1.4.5,2018-06-24,ok,11264,3,0,11,11,0,11,0,0,0,,121,145,0,11,0,11,11,0
faraday-typhoeus,2.0.0,2026-03-18,ok,8704,3,0,11,11,0,2,9,0,0,,132,197,0,11,0,11,11,0
friendly_id-mobility,1.0.5,2026-01-18,ok,10240,5,0,11,11,0,11,0,0,0,,104,129,1,11,0,11,11,0
jekyll-include-cache,0.2.2,2026-07-30,ok,5632,4,0,11,11,0,7,4,0,0,,100,135,0,11,0,11,11,0
arabic-letter-connector,0.1.1,2013-05-29,ok,5632,4,0,11,11,0,9,2,0,0,,118,141,0,11,0,11,11,0
rspec-github,3.0.0,2025-01-14,ok,5632,4,0,11,11,0,7,4,0,0,,74,105,0,11,0,11,11,0
fastlane-plugin-ruby,0.1.3,2016-06-01,ok,5632,4,0,11,11,0,11,0,0,0,,58,83,0,11,0,11,11,0
opentelemetry-instrumentation-active_support,0.12.1,2026-07-21,ok,13312,6,0,11,11,0,4,7,0,0,,156,267,0,11,0,11,11,0
gmail_xoauth,0.4.3,2024-01-17,ok,11264,7,0,11,11,0,6,5,0,0,,141,218,0,11,0,11,11,0
colorator,1.1.0,2016-06-29,ok,7168,2,0,11,13,0,11,0,0,7,,75,122,0,11,0,11,11,0
ratelimit,1.1.0,2024-01-18,ok,12288,2,0,11,11,0,6,5,0,0,,102,177,0,11,0,11,11,0
mobility-ransack,1.2.2,2023-03-04,ok,8704,3,0,11,13,0,6,5,0,0,,72,92,0,11,0,11,11,0
mario-redis-lock,1.2.1,2018-01-08,ok,14848,2,0,11,11,0,11,0,0,0,,96,136,0,11,0,11,11,0
luminosity_contrast,0.2.1,2016-04-27,ok,9728,3,0,11,11,0,10,1,0,0,,67,137,0,11,0,11,11,0
flipper-active_support_cache_store,1.4.2,2026-05-11,ok,7168,3,0,11,11,0,6,5,0,0,,84,105,0,11,0,11,11,0
devise-i18n,1.16.0,2026-02-07,ok,133120,5,0,11,11,0,6,0,5,0,,134,168,0,11,0,11,11,0
jasmine-core,3.99.0,2022-01-01,ok,92160,2,0,11,11,0,11,0,0,0,,66,89,0,11,0,11,11,0
font-awesome-sass,6.7.2,2024-12-17,ok,687616,5,0,11,11,0,9,2,0,0,,101,123,0,11,0,11,11,0
constant_resolver,0.3.0,2025-05-29,ok,12288,2,0,11,11,0,5,6,0,0,,112,185,0,11,0,11,11,0
sysrandom,1.0.5,2017-02-25,ok,12288,4,2,11,7,4,11,0,0,7,c,60,88,0,11,0,11,11,0
minitest-mock,5.27.0,2025-12-18,ok,38400,1,0,10,10,0,10,0,0,0,,207,330,0,10,0,10,10,0
proc_to_ast,0.2.0,2024-05-04,ok,9216,3,0,10,10,0,7,3,0,0,,93,126,0,10,0,10,10,0
macaddr,1.7.2,2019-06-05,ok,11776,1,0,10,10,0,10,0,0,0,,78,134,0,10,0,10,10,0
bluecloth,2.2.0,2011-11-01,ok,94208,2,22,10,3,7,10,0,0,0,c,144,265,0,10,0,10,10,0
coffee-script,2.4.1,2015-04-06,ok,6656,2,0,10,10,0,10,0,0,0,,66,84,0,10,0,10,10,0
kaminari-activerecord,1.2.2,2021-12-25,ok,8192,5,0,10,10,0,9,1,0,0,,133,196,0,10,0,10,10,0
kramdown-parser-gfm,1.1.0,2019-05-29,ok,11776,3,0,10,10,0,9,1,0,0,,197,293,0,10,0,10,10,0
flamegraph,0.9.5,2016-05-13,ok,108544,8,0,10,10,0,8,2,0,0,,198,258,0,10,0,10,10,0
sqids,0.2.2,2025-04-19,ok,13824,1,0,10,10,0,3,7,0,0,,147,201,0,10,0,10,10,0
aws-actionmailer-ses,1.2.0,2026-05-21,ok,10752,4,0,10,10,0,6,4,0,0,,104,212,0,10,0,10,10,0
deb_version,1.0.3,2025-08-25,ok,8192,3,0,10,10,0,10,0,0,0,,91,139,0,10,0,10,10,0
base32,0.3.4,2020-08-25,ok,9216,3,0,10,10,0,10,0,0,0,,69,105,0,10,0,10,10,0
minitest-profile,0.0.2,2015-02-05,ok,7168,2,0,10,10,0,10,0,0,0,,38,50,0,10,0,10,10,0
sd_notify,0.1.1,2021-02-27,ok,7168,1,0,10,10,0,10,0,0,0,,62,123,0,10,0,10,10,0
json-canonicalization,1.0.0,2023-12-04,ok,10240,2,0,10,10,0,10,0,0,0,,83,121,0,10,0,10,10,0
binding_ninja,0.2.3,2019-04-25,ok,11264,4,4,10,9,1,10,0,0,0,c+java,68,89,0,10,0,10,10,0
sparkr,0.4.1,2014-02-04,ok,9728,4,0,10,10,0,9,1,0,0,,94,192,0,10,0,10,10,0
rqrcode,3.2.0,2026-01-08,ok,15360,9,0,10,10,0,10,0,0,0,,364,576,0,10,0,10,10,0
jekyll-commonmark-ghpages,0.5.1,2024-07-18,ok,9216,1,0,10,11,0,8,2,0,0,,96,121,0,10,0,10,10,0
ffi-win32-extensions,1.1.0,2025-02-14,ok,12800,2,0,10,10,0,10,0,0,0,,75,136,0,10,0,10,10,0
opentelemetry-instrumentation-delayed_job,0.26.0,2026-04-15,ok,11776,6,0,10,10,0,2,2,6,0,,121,204,0,10,0,10,10,0
s3_direct_upload,0.1.7,2014-03-13,ok,14336,6,0,10,10,0,10,0,0,0,,127,146,0,10,0,10,10,0
hkdf,1.0.0,2021-04-16,ok,9728,2,0,10,10,0,8,2,0,0,,63,108,0,10,0,10,10,0
docile,1.4.1,2024-07-25,ok,16896,6,0,10,10,0,10,0,0,0,,134,357,0,10,0,10,10,0
standard-performance,1.9.0,2025-12-09,ok,10240,7,0,10,10,0,8,2,0,0,,119,156,0,10,0,10,10,0
has_scope,0.9.0,2025-10-03,ok,10752,3,0,10,10,0,3,0,7,0,,150,250,0,10,0,10,10,0
spring-watcher-listen,2.1.0,2022-09-23,ok,8704,1,0,10,10,0,10,0,0,0,,60,85,0,10,0,10,10,0
sinatra-activerecord,2.0.28,2024-11-29,ok,9728,8,0,10,14,0,10,0,0,0,,207,271,0,10,0,10,10,0
faraday-excon,2.4.0,2025-10-13,ok,7680,3,0,10,10,0,3,7,0,0,,119,165,0,10,0,10,10,0
discourse_dev_assets,0.0.6,2025-12-18,ok,200192,3,0,10,12,0,9,1,0,0,,52,79,0,10,0,10,10,0
opentelemetry-instrumentation-active_storage,0.5.1,2026-06-02,ok,12288,6,0,10,10,0,3,7,0,0,,133,251,0,10,0,10,10,0
eco,1.0.0,2011-06-04,ok,5120,1,0,10,10,0,10,0,0,0,,41,52,0,10,0,10,10,0
faraday-em_synchrony,1.0.1,2025-06-17,ok,8704,4,0,10,10,0,5,5,0,0,,180,245,0,10,0,10,10,0
strptime,0.2.5,2020-09-26,ok,19456,3,4,10,0,10,10,0,0,0,c,16,23,0,10,0,10,10,0
yabeda-sidekiq,0.12.0,2024-03-08,ok,12800,5,0,10,10,0,9,1,0,0,,180,251,0,10,0,10,10,0
jekyll-sitemap,1.4.0,2019-11-22,ok,73216,4,0,9,9,0,2,7,0,0,,63,98,0,9,0,9,9,0
opentelemetry-instrumentation-resque,0.9.0,2026-04-15,ok,12800,7,0,9,9,0,5,4,0,0,,154,295,0,9,0,9,9,0
sigdump,0.2.5,2023-07-03,ok,12288,2,0,9,9,0,9,0,0,0,,130,156,0,9,0,9,9,0
warning,1.6.0,2026-05-11,ok,10752,1,0,9,9,0,7,2,0,0,,169,309,0,9,0,9,9,0
deep_merge,1.2.2,2022-01-07,ok,14848,4,0,9,9,0,9,0,0,0,,192,308,0,9,0,9,9,0
declarative-option,0.1.0,2017-01-28,ok,8704,4,0,9,9,0,4,5,0,0,,50,66,0,9,0,9,9,0
idn-ruby,0.1.5,2022-11-15,ok,18432,1,5,9,0,9,9,0,0,0,c,30,59,0,9,0,9,9,0
pronto-scss,0.11.0,2021-02-01,ok,7168,2,0,9,9,0,9,0,0,0,,69,87,0,9,0,9,9,0
opentelemetry-instrumentation-action_pack,0.18.1,2026-08-18,ok,14336,8,0,9,9,0,5,4,0,2,,145,282,0,9,0,9,9,0
faraday-httpclient,2.0.2,2025-06-17,ok,7680,3,0,9,9,0,9,0,0,0,,116,174,0,9,0,9,9,0
jquery-fileupload-rails,1.0.0,2018-11-15,ok,56832,5,0,9,9,0,8,1,0,0,,75,90,0,9,0,9,9,0
websocket-client-simple,0.9.0,2024-12-31,ok,10752,3,0,9,9,0,9,0,0,0,,121,137,0,9,0,9,9,0
aws_cf_signer,0.1.3,2014-05-26,ok,6656,2,0,9,9,0,9,0,0,0,,65,80,0,9,0,9,9,0
cocoon,1.2.15,2020-09-08,ok,95744,3,0,9,9,0,6,3,0,0,,127,199,0,9,0,9,9,0
yaml-lint,0.1.2,2023-01-16,ok,5632,1,0,9,9,0,8,1,0,0,,84,100,0,9,0,9,9,0
case_transform,0.2,2016-09-22,ok,6144,2,0,9,9,0,9,0,0,0,,61,94,0,9,0,9,9,0
qunit-selenium,0.0.4,2014-07-27,ok,8704,4,0,9,9,0,6,3,0,0,,106,126,0,9,0,9,9,0
opentelemetry-instrumentation-gruf,0.6.2,2026-07-07,ok,11776,7,0,9,9,0,2,7,0,0,,149,239,0,9,0,9,9,0
lucide-rails,0.7.4,2026-03-25,ok,214528,6,0,9,9,0,9,0,0,8,,90,139,0,9,0,9,9,0
csv-safe,3.3.3,2026-06-12,ok,5120,1,0,9,9,0,4,5,0,0,,46,70,0,9,0,9,9,0
word_wrap,1.0.0,2015-04-22,ok,9216,4,0,9,9,0,9,0,0,0,,105,144,0,9,0,9,9,0
jekyll-commonmark,1.4.0,2022-01-30,ok,7680,3,0,9,9,0,3,6,0,0,,108,138,0,9,0,9,9,0
forwardable-extended,2.6.0,2016-04-06,ok,6656,2,0,9,9,0,7,2,0,0,,132,213,0,9,0,9,9,0
omniauth-openid,2.0.2,2025-06-08,ok,25600,4,0,9,9,0,9,0,0,0,,153,193,0,9,0,9,9,0
thwait,0.2.0,2020-07-16,ok,7680,2,0,9,9,0,9,0,0,0,,65,146,0,9,0,9,9,0
wdm,0.2.0,2024-08-04,ok,24064,2,16,9,3,6,9,0,0,0,c,30,36,0,9,0,9,9,0
gitlab-sdk,0.3.1,2024-02-29,ok,7680,4,0,9,9,0,4,5,0,0,,87,123,0,9,0,9,9,0
mocha-on-bacon,0.2.3,2016-11-13,ok,6656,1,0,9,9,0,9,0,0,0,,56,70,0,9,0,9,9,0
net-ssh-gateway,2.0.0,2017-01-26,ok,14848,2,0,9,9,0,6,3,0,0,,92,205,0,9,0,9,9,0
opentelemetry-instrumentation-action_mailer,0.8.1,2026-06-02,ok,12800,6,0,9,9,0,3,6,0,0,,129,247,0,9,0,9,9,0
fiber-storage,1.0.1,2025-04-15,ok,11264,2,0,9,9,0,9,0,0,0,,62,103,0,9,0,9,9,0
event_emitter,0.2.6,2017-07-25,ok,9728,3,0,9,9,0,9,0,0,0,,66,82,0,9,0,9,9,0
auto_strip_attributes,2.6.0,2020-03-25,ok,12288,2,0,9,9,0,9,0,0,0,,86,106,0,9,0,9,9,0
haml-rails,3.1.0,2026-07-09,ok,17920,7,0,9,9,0,3,6,0,0,,160,227,0,9,0,9,9,0
rex-random_identifier,0.1.21,2025-10-02,ok,16384,3,0,9,10,0,9,0,0,0,,275,450,0,9,0,9,9,0
